sampling_measure,R,Theta_1,Theta_2,Phi,V_reference,V_candidate,absolute_disagreement,normalized_disagreement,gradient_disagreement_cm1_per_rad,reference_high_candidate_below_warning,reference_above_1000_candidate_below_1000,selection_reason
coordinate-uniform,4.7999999999999998,91.497359277158978,96.526145621426409,136.39598937973381,96.535408310652343,95.978751804193649,0.55665650645869391,0.55665650645869391,8.3948651101980207,False,False,largest normalized disagreement
coordinate-uniform,4.7999999999999998,88.996508680097762,86.642559299245491,34.663662522956727,62.8263110288379,62.225811503146168,0.60049952569173115,0.60049952569173115,1.5923826616898287,False,False,largest normalized disagreement
coordinate-uniform,4.7999999999999998,90.43222825672477,99.490915471091881,45.660730538405474,110.98114936678583,110.30015053354489,0.68099883324093469,0.61361667015204147,2.7308203984661832,False,False,largest normalized disagreement
coordinate-uniform,4.7999999999999998,87.920335675701494,92.647123591303824,137.67731475021691,90.734035243792377,90.094755399926427,0.63927984386594972,0.63927984386594972,6.6609467861516007,False,False,largest normalized disagreement
coordinate-uniform,4.7999999999999998,89.798874444700786,94.95337929736823,45.966399255618448,98.812525892721496,98.081720402415129,0.73080549030636632,0.73080549030636632,3.342426599250655,False,False,largest normalized disagreement
coordinate-uniform,4.7999999999999998,178.60552229851484,1.0182799847424031,28.835760270729665,35859.37957093872,35877.248434489178,17.868863550458627,0.04983037566255042,54.225591042048009,False,False,largest absolute disagreement
coordinate-uniform,4.7999999999999998,0.37916326090693475,173.85679797604681,62.727098484523594,35796.314575279954,35814.258569890146,17.943994610192021,0.050128050395958072,17.185704839179309,False,False,largest absolute disagreement
coordinate-uniform,4.7999999999999998,1.3140147643536331,179.61712462484837,98.220539064221072,35862.970601804685,35880.922402610442,17.951800805756648,0.050056647579699604,51.380099548107964,False,False,largest absolute disagreement
coordinate-uniform,4.7999999999999998,0.69256086498498914,2.6738539944961666,176.78557330023497,35908.937193601283,35927.221459231238,18.284265629954461,0.050918426049135726,27.193871356706453,False,False,largest absolute disagreement
coordinate-uniform,4.7999999999999998,179.39144688360392,177.74192187342791,62.495524491146206,35902.891784468768,35921.235073110009,18.343288641241088,0.05109139606736695,24.623876779199207,False,False,largest absolute disagreement
coordinate-uniform,4.7999999999999998,6.3391298162564631,1.7381243187189099,8.1233307260647418,34023.138858402359,34031.124765273882,7.9859068715231842,0.023471987416443157,136.01047221705247,False,False,largest gradient disagreement
coordinate-uniform,4.7999999999999998,6.550074204839766,7.2330083651840686,152.99169526901096,34096.69999218209,34103.737832660103,7.037840478013095,0.020640825885281495,136.03600318787537,False,False,largest gradient disagreement
coordinate-uniform,4.7999999999999998,5.3649097920209172,174.76221071373669,70.322471367828555,34581.87849268291,34592.032017937345,10.153525254434498,0.029360826239045564,137.40782296315015,False,False,largest gradient disagreement
coordinate-uniform,4.7999999999999998,173.59135721404104,177.52917713955046,118.20298237994315,34102.078527884281,34109.794241525902,7.7157136416208232,0.022625347118686349,137.82003113502762,False,False,largest gradient disagreement
coordinate-uniform,4.7999999999999998,174.15684130433948,6.2790657733753328,7.7188861086219553,34491.755880211378,34500.537312089924,8.7814318785458454,0.025459509539158983,141.08537118415796,False,False,largest gradient disagreement
coordinate-uniform,5,90.43222825672477,99.490915471091881,45.660730538405474,-27.25425135475043,-27.666862963462478,0.41261160871204794,0.41261160871204794,2.167699363590351,False,False,largest normalized disagreement
